show_id,country_name
32904,United Kingdom
56623,France
44773,United States of America
52349,France
40025,Hong Kong
44811,United States of America
40911,Taiwan
316776,Uganda
47261,Argentina
47261,Chile
47261,France
47261,South Korea
47261,Spain
45839,United States of America
41827,United Kingdom
44219,United States of America
36696,United States of America
36696,Russia
41518,India
37659,United States of America
64205,Thailand
47557,Russia
57216,Italy
56405,Belgium
56405,France
51455,Japan
53459,United Kingdom
63786,Germany
38277,France
40247,United States of America
48832,United States of America
51875,United States of America
66193,United States of America
60556,Italy
57019,Argentina
57019,Spain
63415,Hong Kong
46718,United States of America
62756,India
56529,United States of America
67560,Japan
56929,United States of America
36298,Italy
54328,China
54328,Hong Kong
41120,Canada
60575,United Kingdom
60575,United States of America
60575,Bulgaria
63462,Japan
68193,Canada
74352,Canada
56180,Uruguay
59866,South Korea
57500,Finland
57500,Poland
57500,Austria
70712,Mexico
49347,Australia
92243,Italy
92243,Netherlands
35025,France
72721,Chile
72721,France
72721,Germany
72721,Spain
72721,United States of America
57436,Denmark
53344,United States of America
44566,India
37832,France
121046,Thailand
38325,Russia
74471,United Kingdom
45792,United States of America
52939,Russia
69597,India
53844,France
46584,Canada
27651,United States of America
46873,Germany
46873,Austria
45527,Canada
45527,Germany
70925,Australia
70925,United Kingdom
57517,United States of America
90363,United States of America
254144,Japan
56968,United States of America
46636,Germany
44862,United States of America
45013,United States of America
45368,France
61933,France
61933,Spain
47467,United States of America
39477,United States of America
46106,Japan
57011,Japan
89704,Germany
70115,Australia
51764,United States of America
47896,United States of America
41535,Hong Kong
41535,Taiwan
95547,United States of America
95547,Bulgaria
57521,Spain
50845,France
430783,Finland
147943,Japan
37058,United States of America
76216,Japan
48763,Turkey
46953,Sweden
41490,Hong Kong
67198,United States of America
62156,Brazil
103510,Japan
34592,United States of America
63064,China
51409,France
51409,Australia
51409,Germany
51409,Italy
44245,China
44245,Hong Kong
69406,France
69406,Brazil
153779,Iran
145132,Canada
42882,Italy
61591,Japan
45371,United Kingdom
45371,United States of America
273279,Belgium
273279,France
31035,Norway
54527,Denmark
54527,Finland
54527,Italy
54527,Sweden
42171,United Kingdom
41520,Brazil
55151,Romania
44737,France
56815,Chile
56815,Germany
56815,Mexico
34777,Hong Kong
54524,Austria
54524,Germany
40601,Bulgaria
47992,Hong Kong
52414,South Korea
45022,United States of America
39446,United States of America
39446,Canada
51499,United States of America
58959,Hong Kong
58959,South Korea
58959,Thailand
58959,United States of America
49850,Germany
49850,Italy
49850,France
62255,New Zealand
62255,United Kingdom
43200,Italy
40663,United States of America
55246,United States of America
44950,United States of America
68212,United States of America
58204,Italy
48748,Denmark
40194,France
54770,Japan
60604,Japan
35074,United States of America
49901,Germany
49901,Austria
50652,United States of America
43942,United States of America
49261,United States of America
101520,Canada
67509,France
42507,South Korea
49207,Denmark
45523,United States of America
57018,France
45595,France
45595,India
45595,Israel
45595,Italy
45595,United States of America
73111,France
26187,United States of America
50056,United States of America
64882,South Korea
258514,United Kingdom
44155,France
44224,United States of America
41360,United States of America
116983,United States of America
45274,United States of America
42675,Italy
734286,Japan
70110,United States of America
44897,Italy
60163,Japan
43609,France
43609,United States of America
46788,France
46788,United Kingdom
70993,France
48573,Brazil
48573,Spain
55692,United States of America
51273,Russia
51462,United States of America
109463,Germany
55884,Japan
37234,United Kingdom
58764,Finland
58764,Ireland
58764,Sweden
89495,Venezuela
56242,United States of America
56242,Italy
88057,Canada
88057,United States of America
50158,France
149091,Canada
139406,United States of America
41993,Hong Kong
72914,United States of America
72914,Australia
45780,Kenya
45780,United Kingdom
79073,Canada
51423,Denmark
51423,Finland
51423,Sweden
48161,Norway
62543,United States of America
43550,United Kingdom
56672,United States of America
149550,United States of America
41271,Belgium
41271,France
62077,Argentina
62077,Spain
62077,France
62077,Sweden
49679,India
62105,United States of America
79168,Argentina
79168,Chile
47607,United States of America
63484,Japan
45535,France
42918,United States of America
54890,India
59419,United States of America
58258,Canada
58258,France
58258,United States of America
37941,India
42151,United Kingdom
62638,Spain
41409,United States of America
46967,United States of America
48018,United States of America
75910,United States of America
150308,Canada
150308,United States of America
76706,United States of America
63430,India
55006,United Kingdom
45814,South Korea
31196,United States of America
42548,United Kingdom
57186,Serbia
73101,United States of America
65056,United States of America
52369,France
29888,India
399199,United States of America
309322,Japan
53256,Germany
44565,India
47912,United States of America
58251,France
58251,United States of America
42053,United States of America
78059,Canada
78059,United Kingdom
78059,United States of America
57209,Russia
56041,Italy
44966,United States of America
48798,Australia
48798,United Kingdom
31059,Russia
130627,France
73479,United States of America
49004,United States of America
44160,France
44160,Germany
44160,Turkey
44978,India
52776,Hong Kong
45104,United States of America
38883,France
43212,South Korea
30886,India
42380,Hong Kong
38138,United States of America
83154,India
39806,United States of America
50716,Japan
32679,Germany
46911,Japan
48705,Thailand
40690,United Kingdom
69480,United States of America
50288,United States of America
44809,United States of America
54083,Switzerland
56853,France
56853,Italy
50323,Thailand
45778,United States of America
58401,Italy
200094,United States of America
42355,Taiwan
50938,Thailand
44246,France
44246,Germany
44246,Turkey
47979,Germany
46197,South Africa
40777,India
188301,Japan
51239,Canada
133573,South Korea
88278,Colombia
43099,United States of America
49707,Germany
29538,India
65987,Japan
54534,Hong Kong
41174,Italy
86569,Belgium
53190,Colombia
54793,United States of America
69574,Japan
59835,Spain
59835,Germany
55641,South Korea
29776,United States of America
56928,United States of America
46564,United States of America
56840,Brazil
53352,Germany
69771,Germany
158921,Brazil
49057,United States of America
53778,United States of America
64786,Thailand
44613,India
54692,United States of America
270848,United States of America
49505,United Kingdom
51276,Russia
41273,Germany
41273,France
42323,India
74586,Israel
52475,Germany
810506,United States of America
56540,China
135717,United States of America
70448,United States of America
72355,France
72355,Germany
137502,Japan
58107,Japan
42917,United Kingdom
42917,Ireland
59578,Germany
46562,Canada
46562,United States of America
57869,Japan
47065,Argentina
47065,United States of America
62878,United States of America
62878,Canada
41997,United States of America
75930,Japan
108993,United States of America
27613,United States of America
43615,Brazil
50590,United States of America
54994,United States of America
275287,United States of America
55797,United Kingdom
43944,United Kingdom
42291,United States of America
50210,South Korea
68803,Canada
68803,United States of America
41616,United States of America
175987,United States of America
52013,United States of America
41156,United States of America
119441,Japan
74447,United States of America
40167,South Korea
47868,United Kingdom
74518,Canada
74518,France
39845,United States of America
39845,Germany
47068,United Kingdom
59728,United States of America
51823,United States of America
46504,United States of America
73541,United States of America
41397,United States of America
50119,United States of America
55045,United Kingdom
55045,United States of America
55045,Czech Republic
58515,Australia
58602,Germany
58602,France
58602,Austria
58602,Spain
48417,Hong Kong
278778,United States of America
278778,South Korea
278778,Canada
52321,France
24246,United States of America
57173,United States of America
62368,Japan
51297,South Korea
51297,Japan
51297,Thailand
85441,Egypt
59112,France
59112,Germany
54694,United States of America
111039,Canada
58884,United States of America
12445,United Kingdom
12445,United States of America
1865,United Kingdom
1865,United States of America
82023,Germany
118249,United States of America
50619,United States of America
49013,United States of America
1771,United States of America
10195,United States of America
39254,United States of America
39254,India
77338,France
45243,United States of America
44896,United Kingdom
44896,United States of America
417859,United States of America
50014,United States of America
56292,United States of America
49444,United States of America
50546,United States of America
46195,United States of America
27582,United States of America
41446,United States of America
49018,Canada
49018,United States of America
63311,Spain
62835,France
55779,United States of America
73456,United States of America
73456,Canada
38321,United States of America
50646,United States of America
51876,United States of America
49530,United States of America
85877,Hong Kong
61791,United Kingdom
61791,United States of America
71672,Germany
71672,United States of America
71672,Canada
86331,France
63197,United States of America
64690,United States of America
74997,Netherlands
49730,Canada
49730,United States of America
39513,United Kingdom
39513,United States of America
51828,United Kingdom
51828,United States of America
71859,United Kingdom
71859,United States of America
41513,United States of America
71676,United Arab Emirates
71676,United States of America
70006,United States of America
65754,Sweden
65754,United States of America
46529,India
46529,United States of America
79443,United States of America
58574,United States of America
37958,United States of America
17578,New Zealand
17578,United States of America
44943,United States of America
59436,France
59436,Spain
59436,United States of America
75624,Japan
41630,United States of America
50544,United States of America
55721,United States of America
45612,Canada
45612,France
45612,United States of America
44912,United States of America
86328,United States of America
59440,United States of America
55846,France
55846,United Kingdom
55846,United States of America
50839,United States of America
114168,Mexico
55301,United States of America
116322,Mexico
60307,United States of America
81481,South Korea
37430,United States of America
23047,United States of America
51540,United States of America
37686,United States of America
68817,United States of America
77887,United States of America
49520,United States of America
227257,United States of America
74465,United States of America
50348,United States of America
120475,Japan
60935,United States of America
23629,Canada
23629,United States of America
76025,Canada
76025,United Kingdom
49021,Australia
49021,United States of America
72213,United States of America
74308,United States of America
74513,France
58233,United Kingdom
58233,United States of America
56288,United States of America
38322,United States of America
49849,India
49849,United States of America
38050,United States of America
71670,United States of America
60308,United States of America
65759,Australia
65759,United States of America
80184,Colombia
80184,Spain
73454,Australia
58428,United States of America
57212,India
57212,United States of America
39538,United States of America
39538,United Arab Emirates
91417,United States of America
189349,Japan
52449,United States of America
50321,United States of America
71325,Sweden
48340,United States of America
48340,Australia
38543,United Kingdom
38543,United States of America
71689,United States of America
80662,Japan
49517,France
49517,Germany
49517,United Kingdom
49517,Turkey
59860,United States of America
44826,United Kingdom
44826,United States of America
45772,United Kingdom
45772,United States of America
45772,Canada
72571,United States of America
38317,United States of America
71469,United States of America
71469,Russia
57089,United States of America
86130,India
86130,United States of America
52451,United States of America
52451,United Kingdom
52451,Germany
52451,France
10316,United States of America
71880,Spain
71880,United States of America
50698,Canada
57718,United States of America
58224,United States of America
59108,United States of America
58151,India
58151,United States of America
40805,United States of America
59861,France
59861,United States of America
100898,Belgium
64586,Australia
48138,United States of America
62838,United States of America
101173,Italy
101173,Montenegro
101173,Serbia
101173,United States of America
79379,United States of America
84427,France
48171,United States of America
48171,Hungary
48988,United States of America
79707,Japan
57737,United States of America
49022,United States of America
59965,United States of America
47327,United States of America
51162,United States of America
72972,United States of America
50359,Japan
50359,United States of America
414419,Japan
414419,United States of America
45610,United States of America
76115,United Kingdom
82424,Canada
65055,United States of America
79218,United States of America
67913,Ireland
67913,United Kingdom
67913,United States of America
76758,China
76758,Hong Kong
74018,United States of America
77617,Japan
38684,United Kingdom
503210,United States of America
50671,United Kingdom
50671,United States of America
77459,France
55465,United States of America
70435,United States of America
83389,Japan
51052,United Kingdom
51052,United States of America
70584,United States of America
79082,Japan
62215,Denmark
62215,France
62215,Germany
62215,Sweden
49494,United States of America
62206,United States of America
63492,United States of America
54445,United States of America
38356,United States of America
85621,Czech Republic
70578,United States of America
55292,China
55292,Hong Kong
230652,United States of America
51481,United States of America
88557,Japan
54540,United States of America
8967,United States of America
115223,Japan
50456,Germany
50456,United States of America
64685,United States of America
69668,Canada
69668,United States of America
79113,United States of America
79113,Italy
61202,India
61202,Spain
50837,United States of America
38117,United States of America
65650,United States of America
65057,United States of America
57331,Belgium
57331,France
57331,Hong Kong
137227,Japan
45156,United States of America
40807,United States of America
68341,Japan
76535,United States of America
77949,United Kingdom
77949,France
69735,United States of America
64720,United States of America
80518,Japan
81390,United Kingdom
57431,United States of America
58235,Brazil
64328,United States of America
65291,United States of America
74998,United States of America
75948,China
75948,Hong Kong
120811,Japan
65218,United States of America
64639,United States of America
48572,Canada
48572,United States of America
9364,United Kingdom
203101,Japan
59678,France
59678,United Kingdom
59678,United States of America
58767,United States of America
58767,South Africa
58767,Germany
23514,United Kingdom
23514,United States of America
137145,Georgia
137145,United States of America
62564,Norway
56906,United States of America
80410,Canada
80410,Germany
51209,United States of America
84111,Taiwan
51859,Japan
88096,United States of America
43959,United States of America
77495,Spain
39253,Russia
54897,United States of America
48231,Switzerland
48231,United Kingdom
48231,Germany
48231,Canada
59722,United States of America
74135,Japan
65599,United States of America
60405,Canada
60405,United States of America
55787,United States of America
71677,United States of America
70057,Hong Kong
70057,China
75735,United States of America
75735,United Kingdom
67900,United States of America
74523,United States of America
81440,United States of America
49950,United States of America
60243,France
60243,Iran
71254,United States of America
70338,United States of America
71688,France
71688,United Kingdom
74725,United Kingdom
74725,Australia
74725,Sweden
85545,France
85545,Germany
85545,Poland
136735,Colombia
136735,Mexico
136735,United States of America
79516,Japan
74643,Belgium
74643,France
173083,Japan
73936,United Kingdom
86000,South Korea
55420,United States of America
145316,Canada
105789,United States of America
62630,Netherlands
62630,Belgium
38319,United States of America
81250,United States of America
50725,Germany
50725,United States of America
67911,United States of America
77499,United States of America
76122,United States of America
50357,Canada
50357,Russia
50357,United States of America
89708,Brazil
89708,China
89708,Denmark
89708,Egypt
89708,Ethiopia
89708,Ghana
89708,Indonesia
89708,Italy
89708,Japan
89708,Jordan
89708,Namibia
89708,Saudi Arabia
89708,South Korea
89708,Thailand
89708,United Arab Emirates
89708,United States of America
59117,Spain
75198,France
94047,South Korea
57157,United States of America
70575,United States of America
59118,France
81003,United States of America
74536,United States of America
74879,Bosnia and Herzegovina
74879,Turkey
45658,United States of America
57120,United States of America
62837,United States of America
89623,South Korea
79464,India
58232,Austria
58232,Germany
58232,United Kingdom
49012,United States of America
65229,France
79553,South Korea
78363,France
63493,United States of America
63493,Germany
121442,New Zealand
121442,United Kingdom
65851,United States of America
65034,United States of America
84226,United States of America
85431,United States of America
52067,United States of America
61891,Germany
61891,United Kingdom
61891,United States of America
66129,France
55347,Canada
55347,United States of America
78192,United States of America
73262,Germany
73262,Switzerland
77635,Mexico
77635,United States of America
58219,France
58219,Italy
70577,Canada
70577,France
70577,United States of America
164052,United States of America
73499,United States of America
50217,United States of America
85949,Canada
58231,United States of America
70954,Australia
81684,Germany
81684,United Kingdom
81684,United States of America
72113,France
72113,Germany
72113,Poland
72113,Spain
72113,United States of America
41517,India
57119,United States of America
81401,France
81401,Germany
81401,Hungary
81401,Switzerland
115969,Japan
79120,United Kingdom
66125,Australia
66125,United States of America
63207,United States of America
63207,Spain
63207,United Kingdom
60420,United States of America
73358,United Kingdom
60895,United States of America
40161,United Kingdom
89008,United States of America
53487,Italy
53487,France
53487,Ireland
77561,France
77561,Spain
41109,India
70670,Germany
70670,Denmark
70670,Norway
70670,Sweden
56415,France
88794,United States of America
92499,South Korea
75622,United States of America
75622,Ireland
78206,Belgium
78206,France
78206,Germany
72478,Poland
50780,United Arab Emirates
50780,United States of America
79433,Denmark
77117,South Korea
73937,United States of America
73937,United Kingdom
82530,United States of America
44564,United States of America
78182,Russia
78182,Brazil
105485,Canada
76349,China
76349,Hong Kong
76349,Taiwan
79108,Canada
82743,United Kingdom
79224,South Korea
79224,United States of America
77878,France
77878,United Kingdom
69778,United States of America
72174,Canada
81393,Canada
81393,United States of America
81393,Spain
80591,United Kingdom
80591,United States of America
54518,United States of America
60011,Canada
60011,South Africa
59968,United States of America
73873,United States of America
