show_id,director_name
214096,Megan Griffiths
216138,Leslie Greif
212986,Michael Robison
206213,Kevin King
157336,Christopher Nolan
198663,Wes Ball
122917,Peter Jackson
156022,Antoine Fuqua
177572,Chris Williams
177572,Don Hall
228150,David Ayer
131631,Francis Lawrence
244786,Damien Chazelle
100402,Joe Russo
100402,Anthony Russo
210577,David Fincher
184345,Michael Tiddes
137113,Doug Liman
102382,Marc Webb
91314,Michael Bay
116149,Paul King
98566,Jonathan Liebesman
82702,Dean DeBlois
260346,Olivier Megaton
270946,Simon J. Smith
270946,Eric Darnell
157350,Neil Burger
102651,Robert Stromberg
205596,Morten Tyldum
240832,Luc Besson
190859,Clint Eastwood
127585,Bryan Singer
119450,Matt Reeves
245891,Chad Stahelski
317442,Tsuneo Kobayashi
242224,Jennifer Kent
228326,Jorge R. Gutierrez
250546,John R. Leonetti
232672,Frank Coraci
147441,Ridley Scott
124905,Gareth Edwards
242582,Dan Gilroy
120467,Wes Anderson
175112,Peggy Holmes
184315,Brett Ratner
138103,Patrick Hughes
222935,Josh Boone
181533,Shawn Levy
206487,Peter Spierig
206487,Michael Spierig
187017,Phil Lord
187017,Christopher Miller
194662,Alejandro González Iñárritu
118340,James Gunn
53182,Noam Murro
137106,Phil Lord
137106,Christopher Miller
297270,Steve Loter
238636,James DeMonaco
189,Frank Miller
189,Robert Rodriguez
228967,Seth Rogen
228967,Evan Goldberg
280002,Casey La Scala
172385,Carlos Saldanha
136797,Scott Waugh
193893,Luke Greenfield
256274,John Erick Dowdle
196867,Will Gluck
225886,Jake Kasdan
265712,Takashi Yamazaki
265712,Ryuichi Yagi
258750,Kurando Mitsutake
218043,Vic Armstrong
180299,Gareth Evans
100042,Peter Farrelly
100042,Bobby Farrelly
188161,Seth MacFarlane
97370,Jonathan Glazer
197796,Christophe Gans
137094,Kenneth Branagh
200727,Christian Ditter
205587,David Dobkin
287649,Yim Pil-sung
313893,David Weinstein
254904,Roger Donaldson
227159,Sean Anders
242512,Stiles White
86834,Darren Aronofsky
68737,Sergei Bodrov
154400,Michaël R. Roskam
207933,Brad Anderson
302945,Kim Jung-hwan
266856,James Marsh
72784,Erik Van Looy
241863,Takashi Miike
82703,Rob Minkoff
169917,Scott Frank
269955,Kim Dae-woo
290271,Naoyuki Ito
206563,Stephen Daldry
276126,Noh Seong-soo
185341,Jaume Balagueró
181886,Denis Villeneuve
241848,Adam Wingard
236751,Randall Wallace
243683,Trish Sie
289720,Nick Powell
487186,Sergio Mimica-Gezzan
170687,Graham Annable
170687,Anthony Stacchi
227306,Angelina Jolie
316269,Dmitry Grachev
259018,Tim Garrick
242828,Hiromasa Yonebayashi
97020,José Padilha
193610,Nick Cassavetes
297608,Adam Robitel
157353,Wally Pfister
227156,Phillip Noyce
256835,Steve Purcell
112454,Jon Watts
287590,Keiichi Sato
195589,Nicholas Stoller
171274,Paul Thomas Anderson
225574,Jaume Collet-Serra
212778,Jon Favreau
239571,Michael Hoffman
296065,Anthony DiBlasi
76649,Paul W. S. Anderson
218836,Bobs Gannaway
244761,Atom Egoyan
204922,Rowan Joffe
297090,Kōta Yoshida
110416,Tomm Moore
49017,Gary Shore
184346,Scott Derrickson
246403,Kevin Smith
290727,William Lau
290727,Sylvain Blais
227348,Christopher Landon
294652,Julius Avery
235260,Christopher Spencer
284274,Leo Riley
284289,Jean-Baptiste Léonetti
241239,J.C. Chandor
119892,Soi Cheang
259072,Valeri Milev
262543,Gabe Ibáñez
235271,Bille Woodruff
136835,Sam Miller
249164,R. J. Cutler
241254,Brian A. Miller
226857,Shana Feste
308624,Gyeong Seok-Ho
336592,Gail Willumsen
301518,Ángel Santos
192102,McG
255343,Andrea Di Stefano
224141,Rob Marshall
282069,Takashi Yamazaki
168530,Tim Story
257346,Kenichi Shimizu
155084,Daniel Stamm
216282,Steven Quale
239678,Shawn Levy
249660,Harold Cronk
239563,Theodore Melfi
284293,Richard Glatzer
284293,Wash Westmoreland
221731,Keishi Otomo
265195,Damián Szifron
242095,William Eubank
269495,Samuli Valkama
188166,Jeremy Saulnier
284427,Baran bo Odar
260234,Sylvain Blais
260234,William Lau
257512,Kobun Shizuno
254473,Camille Delamarre
282631,Kim Han-min
260550,Kyung Seokho
260550,Gyeong Seok-Ho
85350,Richard Linklater
292777,Hajime Hashimoto
273895,Ava DuVernay
246741,Taika Waititi
246741,Jemaine Clement
198277,John Carney
192145,Paul Haggis
228194,Lasse Hallström
294993,Roy Chow Hin-Yeung
244506,Peter Sattler
546726,Krisstian de Lara
238215,Tom McCarthy
330980,Michael Lathrop
258947,Ate de Jong
152760,George Clooney
188207,Renny Harlin
144336,David Ayer
277547,Justin Reardon
100241,Stuart Beattie
218778,Miguel Arteta
250574,Patrick Brice
262391,Philippe de Chauveron
284536,Rupert Wyatt
270938,Ernie Barbarash
252171,Ana Lily Amirpour
222899,Steve Pink
290865,Kang Hyung-chul
227783,Peter Lepeniotis
221732,Keishi Otomo
280690,Sajid Nadiadwala
276601,John L'Ecuyer
297222,Rajkumar Hirani
261470,Joaquín Llamas
298115,Elaine Bogan
298115,John Sanford
303542,Gabriele Salvatores
255718,Ezekiel Norton
192712,Ralph Ziman
277355,Joe Lynch
356085,Naoyuki Tomomatsu
303903,Kunihiko Yuyama
242042,Andrew Fleming
257648,Jacob Cheung
250538,Philippe Falardeau
301959,Dan Storey
265851,Lee Jeong-beom
270771,Tom Hammock
246080,Kevin Macdonald
242310,Paco Cabezas
228970,Jean-Marc Vallée
271185,Allison Burnett
217993,Jay Oliva
258893,Brandon Vietti
170522,Alexandre Astier
170522,Louis Clichy
278236,Morgan Matthews
257932,Yuefeng Song
229304,Lee Su-jin
236399,Deborah Chow
157849,Anton Corbijn
285213,Lee Suk-hoon
284276,Daniel Barnz
511082,Noriyuki Abe
259611,Michael Berry
263132,Lee Kung-Lok
288158,Tom Harper
302666,David Gidali
126172,Zach Lipovsky
252178,Yann Demange
253376,Alfredo Montero
82657,Takashi Shimizu
254375,Peter Chelsom
286532,Tristram Shapeero
184098,Tim Story
265177,Xavier Dolan
137321,Akiva Goldsman
164251,Susanne Bier
157845,David Michôd
277685,Levan Gabriadze
257475,Naoko Yamada
283350,Chris Evans
312526,Jabbar Raisani
280795,Vishal Bhardwaj
247182,Daniel Monzón
282672,Stephen Lance
286548,Wych Kaosayananda
157847,David Gordon Green
266285,Kristian Levring
260063,Roel Reiné
143049,Scott Coffey
297021,Iggy Coen
297021,Yuki Aoyama
203739,Mark Waters
244267,Mike Cahill
266058,July Jung
272692,David Jung
226486,Ben Falcone
146229,Olly Blackburn
290864,Teddy Chan Tak-Sum
263475,A.R. Murugadoss
312791,Trevor Matthews
312791,Jon Knautz
264656,Tommy Lee Jones
267863,Max Giwa
267863,Dania Pasquini
285812,Shinnosuke Yakuwa
239562,Tyler Perry
151368,Nacho Vigalondo
177494,Rob Thomas
262903,David Dhawan
292177,Jayson Thiessen
292177,Ishi Rudell
244509,Jim Mickle
87492,Bennett Miller
197950,Cédric Jimenez
286554,Max Nichols
245473,Paul Hoen
221902,Jean-Pierre Dardenne
221902,Luc Dardenne
267806,Nacho Vigalondo
267806,Marcel Sarmiento
267806,Gregg Bishop
267806,Justin Benson
267806,Aaron Moorhead
267806,Todd Lincoln
282813,Grégory Levasseur
1381891,Steve Hoefer
244458,Marjane Satrapi
268690,Alberto Rodríguez
241843,Cary Murnion
241843,Jonathan Milott
327833,Ekachai Uekrongtham
243352,Chris Dowling
309853,Hakan Algül
239566,Tate Taylor
304410,Eric Lartigau
145221,Tom Green
250066,Sarik Andreasyan
283330,Mia Hansen-Løve
269173,Noel Clarke
250388,Uwe Boll
204436,Mathias Malzieu
204436,Stéphane Berla
297596,Paul Schrader
258284,Amy J. Berg
285135,W.D. Hogan
248933,Andreas Prochaska
290555,David Hayter
282297,Keegan Kuhn
282297,Kip Andersen
187596,Steven Brill
244772,Craig Johnson
226448,Brin Hill
254474,Jordan Rubin
110390,Roy Andersson
241842,Tommy Wirkola
236737,Emilio Martínez Lázaro
87093,Tim Burton
232679,Thomas Carter
244539,Maya Forbes
248504,Anthony C. Ferrante
261103,Alexs Stadermann
289416,Jeff Chan
245916,Michael Cuesta
260535,Alex Zamm
288418,Kim Min-joon-I
288418,Kim In-gyoo
297961,Mikael Salomon
171372,Lenny Abrahamson
227738,Javier Fesser
262338,Henrik Ruben Genz
263281,Roselyne Bosch
146015,Richard Ayoade
294992,Tsui Hark
254201,Mikkel Nørgaard
236735,Alberto Rodríguez
240483,Jon Wright
256731,Chris Brinker
145220,James Bobin
279988,Adam Spinks
289732,Joe Chien Jen-Hao
124470,Eduardo Sánchez
157851,David Cronenberg
157829,Ned Benson
242076,David Grovic
209249,Joel Hopkins
286987,Paul Hoen
242643,Ethan Spaulding
242643,Jay Oliva
385141,Gyeong Seok-Ho
280019,Park Sang-joon
152790,Phil Alden Robinson
237791,Daniel Ribeiro
210947,Clif Prowse
210947,Derek Lee
287495,Giulio Ricciarelli
305143,Wataru Takahashi
243684,Jason Reitman
241855,Aaron Moorhead
241855,Justin Benson
304613,Chris Sun
203834,Kevin Greutert
253980,Drew Pearce
141043,Pascal Chaumeil
265189,Ruben Östlund
287084,Alfonso Gomez-Rejon
241771,Gina Prince-Bythewood
157832,John Michael McDonagh
294682,Junichi Mori
244403,William H. Macy
99367,Chris Nelson
261037,Karen Leigh Hopkins
269494,Kim Seong-hun
244264,Lynn Shelton
267463,J.C. Calciano
427458,Hideo Jojo
283322,Toa Fraser
293310,Laura Poitras
245844,Eskil Vogt
105001,Law Wing-Cheong
234200,Matthew Warchus
279229,Felix Fuchssteiner
279229,Katharina Schöde
190469,Emilis Vėlyvis
287935,Brando Quilici
287935,Roger Spottiswoode
289727,Marc Lawrence
273271,Bradley King
222649,Jon Stewart
290729,Don Michael Paul
284995,Paul McEvoy
300823,Naoto Kumazawa
253451,Toshiaki Toyoda
180296,David Wain
251519,Ethan Spaulding
295237,Jason Winn
265169,Nuri Bilge Ceylan
239103,Pepe Danquart
229297,Woody Allen
284296,Chris Rock
284689,James Kent
253310,Dan Beers
299584,Peter Sullivan
255798,Joe Dante
296626,Alexander Yellen
245775,Jalil Lespert
250225,Peter Strickland
304023,Seiji Mizushima
304023,Tomoki Kyoda
223954,Riad Sattouf
254194,Dennis Widmyer
254194,Kevin Kölsch
239367,Mizuho Nishikubo
252680,Andrew Erwin
252680,Jon Erwin
200505,Ivan Reitman
157424,Kaare Andrews
225565,Tom Gormican
271709,Masamitsu Hidaka
283564,Steve Sacks
283564,Daniel DeSerranno
283564,Behzad Mansoori-Dara
283564,Johnny Darrell
283564,Logan McPherson
290841,Iginio Straffi
209185,Don McKellar
267793,Karen Moncrieff
254578,Christian Petzold
248507,Dany Boon
157825,Gregg Araki
256917,Russell Crowe
257117,Madellaine Paxson
284279,Hallvard Bræin
210479,Steven Knight
228108,Gren Wells
264397,Isaac Ezban
292014,Aleksey Tsitsilin
213927,Alex Ranarivelo
252360,Uwe Boll
282041,Mark Hartley
295887,Ron Oliver
259954,Victor Levin
265018,Alastair Orr
279254,Susumu Kudo
279254,Kazuchika Kise
290999,Kiah Roache-Turner
252822,Hans Petter Moland
258193,Matty Beckerman
250535,Christopher Smith
284537,Shira Piven
277934,Hakan Yonat
192149,Hossein Amini
285387,Fabrice Du Welz
254191,Leigh Janiak
244566,Jeff Baena
296711,Kim Ho-joon
113833,Ryan Murphy
283317,Álex de la Iglesia
285423,Don Michael Paul
287233,Spike Brandt
287233,Tony Cervone
286192,James Ford Murphy
253235,Rob Reiner
254193,Adrián García Bogliano
114155,Richard Laxton
227735,Charles Martin Smith
284284,Daniel Barber
314127,Vic Sarin
256474,John Stockwell
251852,John Suits
306650,Paul Katis
292795,Christian De Vita
226140,Jen Soska
226140,Sylvia Soska
193612,John Pogue
215211,Olivier Dahan
286521,Richard Loncraine
253287,Jocelyn Towne
253287,Simon Helberg
287426,Paul Bettany
277432,Farah Khan
301872,Mario Philip Azzopardi
289535,Brian Clyde
261776,Rodrigo Guerrero
302828,Brian Falk
246860,Olivier Assayas
270851,James Cullen Bressack
276843,Andy Hamilton
276843,Guy Jenkin
207774,Elliot Goldner
270759,Kim Ki-duk
255268,Craig Moss
281780,Yoon Jong-bin
246464,Hisashi Saito
298729,Riccardo Milani
251626,Vinil Mathew
313108,JK Youn
251768,Giancarlo Volpe
271397,Myroslav Slaboshpytskyi
272435,Anne Fontaine
264525,Luis Estrada
289171,Alexandre Castagnetti
289171,Julien Simonet
310972,Norma Bailey
286875,Robert Connolly
253306,Gerard Johnstone
392216,Sue Perrotto
392216,Robert Hughes
238603,Dave Green
251981,Tetsuya Nakashima
245700,Mike Leigh
273509,Jeremiah Buckhalt
253065,Hwang Dong-hyuk
244517,John Slattery
286654,Alan White
273641,Jeff Tremaine
244268,Ira Sachs
267466,Kim Tae-gyun
209276,David Mackenzie
268060,Jason Momoa
290542,George C. Wolfe
260030,Milan Todorović
277095,Makoto Shinkai
269148,Éric Toledano
269148,Olivier Nakache
208763,Oleg Stepchenko
231576,Zach Braff
157099,David Posamentier
157099,Geoff Moore
269198,Andreas Prochaska
264401,Christian Keller
266082,Céline Sciamma
146243,Mac Carter
258751,David Menkes
289728,Alex Zamm
286873,Claudio Fäh
297580,Johnny Tabor
277597,Christopher Ray
198185,Craig Gillespie
248601,Detlev Buck
241868,Ryûhei Kitamura
214314,Keith Scholey
214314,Alastair Fothergill
283739,Antoine Blossier
283589,Siddharth Anand
262551,Nicolas Benamou
262551,Philippe Lacheau
294093,Matt Drummond
251471,Kief Davidson
251471,Daniel Junge
314327,Lee Won-suk
1308913,Borja Brun
270302,Lone Scherfig
265180,Andrey Zvyagintsev
265016,Colin Minihan
268245,Michael Levine
288281,Peter Askin
201086,James Griffiths
244237,Sohail Khan
253239,Volker Schlöndorff
267999,Kornél Mundruczó
209451,Clint Eastwood
299513,Bille Woodruff
267467,Chang
199575,Zak Hilditch
169607,John Maloof
169607,Charlie Siskel
254188,Nicholas McCarthy
300467,Jack Heller
256103,Leesong Hee-il
273169,Audrey Dana
289153,Tonie Marshall
244534,Joe Swanberg
276844,Josh Lawson
250219,Sydney Sibilia
294308,Travis Oates
223706,Alê Abreu
330115,Helen Hunt
243526,Riley Stearns
260339,David Hare
243935,Raymond De Felitta
259233,Masayuki Ochiai
240916,Peter Howitt
356084,Naoyuki Tomomatsu
295315,Isaac Feder
209269,Matthew Saville
216769,Jonathan Judge
253687,Kim Chapiron
293982,Jan Komasa
253312,Jack Plotnick
300424,Rick Morales
255157,Philip Martin
302026,Mamoru Oshii
293299,Patrick Osborne
261102,Carlos Sedes
263105,Eric Schaeffer
283161,Roger Allers
264420,Luis Urquiza
248774,Gillian Robespierre
240566,Sion Sono
277806,Asako Hyuga
265297,Juliano Ribeiro Salgado
265297,Wim Wenders
261101,Sebastián del Amo
260202,David Hare
283559,Paul Dugdale
246400,Iain Forsyth
246400,Jane Pollard
259943,Zhang Yimou
291692,Lu Yang
244063,Mischa Kamp
59981,Dan St. Pierre
59981,Will Finn
270343,Thomas Cailley
256092,Brian Trenchard-Smith
251321,Claudia Llosa
314572,Sebastián Schindel
248376,Wong Ching-Po
559064,Yasushi Koshizaka
114750,Justin Simien
269242,Jacob Cooney
260516,Takeshi Koike
259129,Hwang In-ho
157351,Francesca Gregorini
298504,Wolfgang Groos
276908,Sam Esmail
265228,Abderrahmane Sissako
279185,Daisuke Miura
242090,Charlie McDowell
252168,Wong Jing
283384,Jason Stone
267573,Jang Jin
262481,Justin Weinstein
262481,Tyler Measom
286817,Marina Rice Bader
284305,Juanfer Andrés
284305,Esteban Roel
157823,Kelly Reichardt
292828,Hasan Karacadağ
278774,Peter DeLuise
240745,Michael Almereyda
242022,Damon Beesley
242022,Iain Morris
184352,Xavier Dolan
285700,Yury Bykov
180305,Peter Cornwell
305932,Alex Goyette
177047,Steven Bernstein
387843,Lee Min-hwan
114982,Jean-Luc Godard
278540,Koichi Sakamoto
79316,Tyler Gillett
79316,Matt Bettinelli-Olpin
282296,Israel Horovitz
263855,Claudia Myers
242166,Mario Van Peebles
321068,Anne K. Black
334175,Alper Mestçi
279992,David Gregory
254024,Michael Winterbottom
220447,Kentaro Otani
220447,Keiichi Sato
289984,Ed Herzog
285803,Rohit Shetty
265010,Ivan Kavanagh
258152,Kelsey Mann
230266,Liv Ullmann
225044,Frank Whaley
286189,Rob Gibbs
287587,Ross Katz
283686,Lluís Quílez
291167,Todor Chapkanov
287767,Pradeep Sarkar
247788,Boris Aljinovic
247788,Harald Siepermann
254200,Susanne Bier
261817,Lou Howe
254869,Santiago Segura
299582,Alex Zamm
221667,Bertrand Bonello
259720,Abhishek Varman
256913,Lisa Azuelos
290802,André Singer
215379,Jake Paltrow
317960,Todor Chapkanov
260372,Nick Lyon
253254,Shawn Christensen
300433,Kim Hong-sun
206192,Stanley M. Brooks
271234,Vasily Serikov
534862,Aleksandr Khvan
297755,Taisuke Kawamura
206296,Richard LaGravenese
227300,Joe Carnahan
283726,François Ozon
193726,Erik Matti
193726,Kristina Buožytė
193726,Robert Morgan
193726,Bill Plympton
193726,Rodney Ascher
193726,Lancelot Oduwa Imasuen
193726,Vincenzo Natali
193726,Alexandre Bustillo
193726,Bruno Samper
193726,Aharon Keshales
193726,Dennison Ramalho
193726,E.L. Katz
193726,Jerome Sable
193726,Jen Soska
193726,Navot Papushado
193726,Julian Gilbey
193726,Julien Maury
193726,Larry Fessenden
193726,Sylvia Soska
193726,Hajime Ohata
193726,Sôichi Umezawa
193726,Chris Nash
193726,Todd Rohal
193726,Julian Barratt
193726,Alejandro Brugués
193726,Marvin Kren
193726,Jim Hosking
193726,Robert Boocheck
193726,Juan Martínez Moreno
193726,Steven Kostanski
193726,Wolfgang Matzl
247236,Wilson Chin Kwok-Wai
248611,Fred Cavayé
275619,James Kondelik
253639,Rob Epstein
253639,Jeffrey Friedman
298093,Greg Francis
275060,Ned Benson
289198,Ernesto Díaz Espinoza
282728,Savage Steve Holland
249260,Scott Wheeler
342437,Keisuke Toyoshima
286595,Jean-Pierre Améris
227359,Keoni Waxman
258034,Sergio Tovar Velarde
273197,Leste Chen
228358,Dallas Richard Hallam
228358,Patrick Horvath
254263,Richard Rich
277368,Laurent Tirard
256687,Keith Parmer
299969,Zak Knutson
253454,Yoshihiro Nakamura
253154,Malik Vitthal
256876,Gabe Polsky
251994,John Herzfeld
284470,Zak Penn
251577,Hans Herbots
242088,Michael Winterbottom
284711,Kevin O'Neill
257093,Victor Salva
317182,Paul Wilmshurst
200511,Jay Martin
270400,Mélanie Laurent
254526,Fruit Chan
268660,Anjali Menon
289712,Bryan Bertino
258210,James Kondelik
258210,Jon Kondelik
276902,Matt Shakman
283701,Benoît Jacquot
253272,Tony Mahony
294457,Cheyenne Carron
246594,Emile Edwin Smith
212231,John Stockwell
274626,Brett Simmons
250657,Stephanie Soechtig
250551,Ali Abbas Zafar
250766,Steve James
216580,Michael S. Ojeda
256057,Alonso Ruizpalacios
283389,Robert Gliński
253331,Mike Binder
395940,Brian Bang
259074,Declan O'Brien
243531,Mikael Salomon
220471,Christian E. Christiansen
269258,Til Schweiger
264529,Ernesto Contreras
244260,Sara Colangelo
252391,Takashi Shimizu
256765,Yasuhiro Yoshiura
171846,Kimo Stamboel
171846,Timo Tjahjanto
271724,Thomas Lilti
248934,Dominik Graf
314285,Ask Hasselbalch
251232,Mark Raso
152736,James Franco
280000,David Campbell
283700,Abel Ferrara
259453,Ronnie Thompson
302376,Burhan Qurbani
276488,Brian O'Malley
281298,Cho Beom-gu
249053,Mike Marzuk
267457,Jason James
262649,Changhun Do
269776,Fabrice Du Welz
258805,Huck Botko
250230,Fatih Akin
197696,Abel Ferrara
262137,Felix Chong Man-Keung
262137,Alan Mak Siu-Fai
244783,Kate Barker-Froyland
284063,Oh In-chun
273598,Jaco Smit
297702,Justin Steele
284286,Isabel Coixet
244563,David Zellner
240510,Arne Feldhusen
271467,Nick Cannon
286668,Keoni Waxman
298459,Cédric Anger
262840,Lowell Dean
255756,Diao Yi-nan
240341,Kazuchika Kise
546822,Yasuichiro Yamamoto
286709,Andrew Lau Wai-Keung
286709,Andrew Loo
241765,Brian A. Miller
133790,Greg Mottola
206821,Peter Glanz
303193,Han Dong-Ho
214075,Fred Schepisi
254023,Barry Levinson
390105,Philippe Kohly
289225,Terry Cunningham
298865,Ian Kessner
296715,Jeong Yeong-bae
304336,Greg Carter
248212,Hong Khaou
256284,Ben Demaree
211166,Guillermo Arriaga
211166,Fernando Meirelles
211166,José Padilha
211166,Vicente Amorim
211166,Stephan Elliott
211166,Im Sang-soo
211166,Nadine Labaki
211166,Carlos Saldanha
211166,Paolo Sorrentino
211166,John Turturro
211166,Andrucha Waddington
211166,César Charlone
52653,Ajmal Zaheer Ahmad
233470,Trevor White
169298,Nick Lyon
209840,Tsai Ming-liang
253849,Kelly Dolen
214137,Peter Anthony
249923,Rob Pearlstein
239568,Scot Armstrong
280874,Curtis Crawford
287888,Doze Niu Cheng-Tse
271708,Shingo Suzuki
253251,Carlos Marques-Marcet
280913,Nithiwat Tharathorn
309028,Jōji Matsuoka
270005,James Mottern
271826,Denys Arcand
252841,Imtiaz Ali
252067,Lee Yeon-woo
279281,Kensuke Tsukuda
279281,Ataru Ueda
261375,Dominique Deruddere
297102,Victor Cook
291151,Guillermo Amoedo
124623,Lawrence Shapiro
265226,Alice Rohrwacher
371507,Egor Baranov
270756,Sean Hanish
262958,Ken Loach
294690,Ryan Little
244580,Jeff Preiss
218275,William Riead
266034,Mathieu Amalric
262788,Juan Pablo Buscarini
245692,Michel Hazanavicius
276935,Mohit Suri
257343,Togan Gökbakar
246320,Didier Bourdon
246320,Bernard Campan
246320,Pascal Légitimus
305127,Jamin Winans
291348,Rich Christiano
300706,Scott Foley
290300,Rob Ashford
290300,Glenn Weiss
94590,Kevin Finn
94590,James D. Rolfe
267931,Patricio Valladares
199933,J. James Manera
254007,Till Kleinert
243568,Nick Gomez
244562,Carter Smith
448441,Chiaki Kon
295832,Alessio Maria Federici
277688,Richard Bates Jr.
287954,Dean McKendrick
303623,Stephen Merchant
282983,Carlos Vermut
245527,David Field
245527,George Basha
297189,Tomohisa Taguchi
250349,Eric Lavaine
260001,Susanna Fogel
272875,Han Han
299221,Antonia Bogdanovich
256690,Chuck Powers
297188,Atsushi Nishigori
289891,Ami Canaan Mann
268229,Drew Casson
279171,Gabriel Range
269340,JQ Lee
251736,Alex Ross Perry
319389,Luke Matheny
223946,Mona Achache
274820,Charles-Olivier Michaud
245859,Stuart Murdoch
287493,Ryuichi Hiroki
284288,Omung Kumar
259963,Dito Montiel
308420,Cho Keun-hyun
339992,David Ryan Keith
303616,Bradley Walsh
283707,Francesco Munzi
314606,Masaharu Take
285733,Karen J. Lloyd
298986,Ermanno Olmi
254186,Julien Maury
254186,Alexandre Bustillo
259956,Jesse Zwick
110402,Aleksei German
273059,Tara Miele
298040,Łukasz Palkowski
291157,Shashanka Ghosh
289151,Jean Becker
197583,Jim Wilson
268171,Michael Radford
379779,Jacob Frey
308143,Dave Alan Johnson
299939,David Hewlett
305455,Alexandre Coffre
263416,Brandon Slagle
293205,Ron Oliver
258096,Richard Rich
687885,Yasushi Koshizaka
264264,John Woo
244852,Mark L. Lester
266084,John Boorman
291326,Jay Leggett
227970,Marcus Baldini
312408,Jiang Wen
276928,Shashank Khaitan
273467,Thierry Poiraud
273467,Benjamin Rocher
323162,Marco Petry
292483,Shane Dawson
250658,Brian Knappenberger
284298,Ning Hao
294368,Amy J. Berg
282268,Eric Idle
282268,Aubrey Powell
265314,José Manuel Cravioto
314065,Nick Willing
264170,Bruce Timm
255476,Timothy Armstrong
257447,Allan Ungar
294512,Richard Rich
276401,Ned Benson
247645,Vikas Bahl
263614,Orlando von Einsiedel
266102,Richard Raymond
274899,Seth Grossman
249772,Sukumar
204968,Władysław Pasikowski
267481,Dmitriy Dyachenko
240704,David Douglas
290382,Sean Evans
290382,Roger Waters
270668,Jonas Alexander Arnby
276496,James Napier Robertson
288980,Peter Cousens
250114,Jordan Vogt-Roberts
272691,Shim Sung-bo
274817,Shinobu Yaguchi
252444,Marco Polo Constandse
290477,Jim Wynorski
347968,Devon Avery
273621,John Stockwell
238475,Jason Friedberg
238475,Aaron Seltzer
297186,Mari Asato
322524,Jacky Katu
253533,Vikram Kumar
248390,Fabrice Eboué
248390,Lionel Steketee
208869,Julian Gilbey
286407,Robert Nixon
286407,Fisher Stevens
285840,Adam Brooks
285840,Matthew Kennedy
281778,John Lyde
292821,Rob Silvestri
281869,Carl Lindbergh
298664,Chuck Workman
309049,Sacha Bennett
268002,Hideki Takeuchi
325592,Astrid Ovalles
325592,Oriana Oppice
287415,Malek Akkad
293572,Bobby Roe
334495,Timothy James Kane
334495,Annika Iltis
314996,Nancy Leopardi
256106,Lou Ye
246087,Nesan
268508,Patrick McManus
316854,Jean-Paul Rouve
291865,Conor McMahon
308571,Jaime Eliezer Karas
271200,Sabbir Khan
269246,Darwyn Cooke
310126,Aldo Baglio
310126,Giovanni Storti
310126,Giacomo Poretti
310126,Morgan Bertacca
275985,Glenn Miller
301825,Detlev Buck
287647,Boo Ji-young
297544,Emile Edwin Smith
303483,Marie-Castille Mention-Schaar
270403,Ronit Elkabetz
270403,Shlomi Elkabetz
209271,Liza Johnson
299579,Douglas Barr
270919,Jeanne Herry
299590,John Bradshaw
345169,Kiki Sugino
249142,Carlo Vanzina
247218,Luca Miniero
242083,David Cross
275318,Casper Van Dien
210910,Joe Begos
270766,Karthik Subbaraj
259171,Ernst Gossner
256311,Maximilian Erlenwein
265019,Christopher Denham
319017,Mark Bessenger
289333,Shannon Hartman
326045,Terry Miles
292625,Sophon Sakdaphisit
261768,Andrew Levitas
299738,Janet Chun Siu-Chun
299738,Gordon Chan
284270,Jonas Govaerts
254323,Edward Berger
281524,Nick Nevern
293633,Ryan Phillippe
358651,Shinji Ushiro
358651,Shigeharu Takahashi
254005,Ádám Császi
256347,Joe Johnston
249638,Ester Martin Bergsmark
255384,Becky Sloan
255384,Joseph Pelling
285843,Ruba Nadda
310127,Neri Parenti
300441,Tim Hill
267268,Henry Bedwell
286301,Ivano De Matteo
276922,Paul Leyden
304441,Jonathan A. Rosenbaum
289239,Peter Hewitt
295748,Cem Yılmaz
283671,Taedong Park
283671,Mauricio De la Orta
265193,Naomi Kawase
300839,Matthieu Delaporte
242262,Carlo Mazzacurati
297963,Tim Oliehoek
268100,Fellipe Barbosa
298614,Patrice Leconte
250700,Maclain Way
250700,Chapman Way
299847,Massimiliano Bruno
311093,Kevin Conner
279968,Simeon Halligan
274007,Anne Wheeler
295144,Julian Farino
721785,Caroline Sascha Cogez
258313,Han Dong-wook
174337,Jenée LaMarque
295050,Stuart Acher
282058,E J-yong
257314,Giovanni Veronesi
216015,Sam Taylor-Johnson
135397,Colin Trevorrow
150540,Pete Docter
150689,Kenneth Branagh
76341,George Miller
387824,Myeong Seok Hwan
99861,Joss Whedon
214756,Seth MacFarlane
168259,James Wan
87101,Alan Taylor
140607,J.J. Abrams
351523,Jung Dae-man
273481,Denis Villeneuve
254128,Brad Peyton
303857,Tadayoshi Yamamuro
273477,Christopher Landon
281957,Alejandro González Iñárritu
294254,Wes Ball
207703,Matthew Vaughn
257344,Chris Columbus
177677,Christopher McQuarrie
262500,Robert Schwentke
198184,Neill Blomkamp
105864,Peter Sohn
293863,Lee Toland Krieger
312221,Ryan Coogler
295830,Shinji Higuchi
131634,Francis Lawrence
340382,Shinji Higuchi
286217,Ridley Scott
158852,Brad Bird
270303,David Robert Mitchell
206647,Sam Mendes
76757,Lana Wachowski
76757,Lilly Wachowski
102899,Peyton Reed
257211,Nancy Meyers
372049,Tak Seung-oh
159824,Genndy Tartakovsky
324558,Eli Cross
